timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], temperature.gpu, power.draw [W]
2025/03/09 23:33:19.096, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.46
2025/03/09 23:33:19.097, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.28
2025/03/09 23:33:19.098, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.23
2025/03/09 23:33:19.099, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.53
2025/03/09 23:33:19.100, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.81
2025/03/09 23:33:20.101, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.78
2025/03/09 23:33:20.102, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.99
2025/03/09 23:33:20.103, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.70
2025/03/09 23:33:20.104, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.39
2025/03/09 23:33:20.105, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.31
2025/03/09 23:33:20.106, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.24
2025/03/09 23:33:20.107, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.47
2025/03/09 23:33:20.108, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.84
2025/03/09 23:33:21.109, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.75
2025/03/09 23:33:21.110, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.07
2025/03/09 23:33:21.111, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.64
2025/03/09 23:33:21.112, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.40
2025/03/09 23:33:21.113, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.31
2025/03/09 23:33:21.114, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.06
2025/03/09 23:33:21.115, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.57
2025/03/09 23:33:21.116, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.74
2025/03/09 23:33:22.118, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.76
2025/03/09 23:33:22.119, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.26
2025/03/09 23:33:22.120, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.64
2025/03/09 23:33:22.121, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.45
2025/03/09 23:33:22.122, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.33
2025/03/09 23:33:22.123, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.94
2025/03/09 23:33:22.124, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.76
2025/03/09 23:33:22.125, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.70
2025/03/09 23:33:23.126, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.75
2025/03/09 23:33:23.127, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.26
2025/03/09 23:33:23.128, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.70
2025/03/09 23:33:23.129, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.37
2025/03/09 23:33:23.130, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.28
2025/03/09 23:33:23.131, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.91
2025/03/09 23:33:23.132, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.76
2025/03/09 23:33:23.133, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.77
2025/03/09 23:33:24.134, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.67
2025/03/09 23:33:24.135, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.34
2025/03/09 23:33:24.136, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.70
2025/03/09 23:33:24.137, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.41
2025/03/09 23:33:24.138, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.22
2025/03/09 23:33:24.139, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.03
2025/03/09 23:33:24.140, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.65
2025/03/09 23:33:24.141, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.84
2025/03/09 23:33:25.143, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.65
2025/03/09 23:33:25.144, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.43
2025/03/09 23:33:25.145, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.66
2025/03/09 23:33:25.146, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.45
2025/03/09 23:33:25.147, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.29
2025/03/09 23:33:25.148, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.18
2025/03/09 23:33:25.149, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.66
2025/03/09 23:33:25.150, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.92
2025/03/09 23:33:26.152, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.71
2025/03/09 23:33:26.153, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.43
2025/03/09 23:33:26.154, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.60
2025/03/09 23:33:26.155, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.42
2025/03/09 23:33:26.156, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.30
2025/03/09 23:33:26.157, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.11
2025/03/09 23:33:26.158, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.73
2025/03/09 23:33:26.159, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.96
2025/03/09 23:33:27.160, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.77
2025/03/09 23:33:27.161, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.36
2025/03/09 23:33:27.163, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.57
2025/03/09 23:33:27.164, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.45
2025/03/09 23:33:27.165, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.22
2025/03/09 23:33:27.166, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.97
2025/03/09 23:33:27.167, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.72
2025/03/09 23:33:27.168, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.91
2025/03/09 23:33:28.169, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.79
2025/03/09 23:33:28.170, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.30
2025/03/09 23:33:28.171, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.58
2025/03/09 23:33:28.172, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.48
2025/03/09 23:33:28.173, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.17
2025/03/09 23:33:28.174, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.97
2025/03/09 23:33:28.175, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.80
2025/03/09 23:33:28.176, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.91
2025/03/09 23:33:29.178, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.67
2025/03/09 23:33:29.179, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.42
2025/03/09 23:33:29.180, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.44
2025/03/09 23:33:29.181, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.49
2025/03/09 23:33:29.182, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.25
2025/03/09 23:33:29.183, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.09
2025/03/09 23:33:29.184, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.80
2025/03/09 23:33:29.185, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.96
2025/03/09 23:33:30.187, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.57
2025/03/09 23:33:30.188, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.48
2025/03/09 23:33:30.189, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.32
2025/03/09 23:33:30.190, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.52
2025/03/09 23:33:30.191, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.32
2025/03/09 23:33:30.192, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.12
2025/03/09 23:33:30.193, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.68
2025/03/09 23:33:30.194, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.97
2025/03/09 23:33:31.195, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.65
2025/03/09 23:33:31.196, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.34
2025/03/09 23:33:31.197, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.41
2025/03/09 23:33:31.198, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.56
2025/03/09 23:33:31.199, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.33
2025/03/09 23:33:31.200, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.92
2025/03/09 23:33:31.201, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.76
2025/03/09 23:33:31.202, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.97
2025/03/09 23:33:32.203, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.72
2025/03/09 23:33:32.204, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.30
2025/03/09 23:33:32.205, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.44
2025/03/09 23:33:32.206, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.61
2025/03/09 23:33:32.207, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.35
2025/03/09 23:33:32.208, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.86
2025/03/09 23:33:32.209, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.86
2025/03/09 23:33:32.210, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.87
2025/03/09 23:33:33.212, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.69
2025/03/09 23:33:33.213, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.35
2025/03/09 23:33:33.214, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.50
2025/03/09 23:33:33.215, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.64
2025/03/09 23:33:33.216, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.38
2025/03/09 23:33:33.217, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.93
2025/03/09 23:33:33.218, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.87
2025/03/09 23:33:33.219, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.77
2025/03/09 23:33:34.220, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.64
2025/03/09 23:33:34.221, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.28
2025/03/09 23:33:34.222, 2, NVIDIA RTX 6000 Ada Generation, 0, 2, 49140, 3, 26, 4.68
2025/03/09 23:33:34.223, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.52
2025/03/09 23:33:34.224, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.38
2025/03/09 23:33:34.225, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.84
2025/03/09 23:33:34.226, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.82
2025/03/09 23:33:34.227, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.75
2025/03/09 23:33:35.228, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.64
2025/03/09 23:33:35.229, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.14
2025/03/09 23:33:35.230, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.66
2025/03/09 23:33:35.231, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.42
2025/03/09 23:33:35.232, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.33
2025/03/09 23:33:35.233, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.79
2025/03/09 23:33:35.234, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.70
2025/03/09 23:33:35.235, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.63
2025/03/09 23:33:36.236, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.76
2025/03/09 23:33:36.237, 1, NVIDIA RTX 6000 Ada Generation, 0, 21, 49140, 3, 26, 12.22
2025/03/09 23:33:36.238, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.58
2025/03/09 23:33:36.239, 3, NVIDIA RTX 6000 Ada Generation, 0, 24, 49140, 3, 25, 7.43
2025/03/09 23:33:36.240, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.31
2025/03/09 23:33:36.241, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.87
2025/03/09 23:33:36.242, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.67
2025/03/09 23:33:36.243, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.47
2025/03/09 23:33:37.245, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.83
2025/03/09 23:33:37.246, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.28
2025/03/09 23:33:37.247, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.61
2025/03/09 23:33:37.248, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.47
2025/03/09 23:33:37.249, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.36
2025/03/09 23:33:37.250, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.86
2025/03/09 23:33:37.251, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.78
2025/03/09 23:33:37.252, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.43
2025/03/09 23:33:38.253, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.83
2025/03/09 23:33:38.254, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.15
2025/03/09 23:33:38.255, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.67
2025/03/09 23:33:38.256, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.49
2025/03/09 23:33:38.257, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.44
2025/03/09 23:33:38.258, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.78
2025/03/09 23:33:38.259, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.85
2025/03/09 23:33:38.260, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.49
2025/03/09 23:33:39.261, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.80
2025/03/09 23:33:39.262, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.03
2025/03/09 23:33:39.263, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.71
2025/03/09 23:33:39.264, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.47
2025/03/09 23:33:39.265, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.40
2025/03/09 23:33:39.266, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.79
2025/03/09 23:33:39.267, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.85
2025/03/09 23:33:39.268, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.51
2025/03/09 23:33:40.270, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.79
2025/03/09 23:33:40.271, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.07
2025/03/09 23:33:40.272, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.59
2025/03/09 23:33:40.273, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.48
2025/03/09 23:33:40.274, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.33
2025/03/09 23:33:40.275, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.77
2025/03/09 23:33:40.276, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.76
2025/03/09 23:33:40.277, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.38
2025/03/09 23:33:41.278, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.74
2025/03/09 23:33:41.279, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.19
2025/03/09 23:33:41.280, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.50
2025/03/09 23:33:41.281, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.52
2025/03/09 23:33:41.282, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.33
2025/03/09 23:33:41.283, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.77
2025/03/09 23:33:41.284, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.69
2025/03/09 23:33:41.285, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.34
2025/03/09 23:33:42.286, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.70
2025/03/09 23:33:42.287, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.10
2025/03/09 23:33:42.288, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.48
2025/03/09 23:33:42.290, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 7.59
2025/03/09 23:33:42.291, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.34
2025/03/09 23:33:42.292, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.81
2025/03/09 23:33:42.293, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.70
2025/03/09 23:33:42.294, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.44
2025/03/09 23:33:43.295, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.75
2025/03/09 23:33:43.296, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.99
2025/03/09 23:33:43.297, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.49
2025/03/09 23:33:43.298, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.57
2025/03/09 23:33:43.299, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.35
2025/03/09 23:33:43.300, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.86
2025/03/09 23:33:43.301, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.74
2025/03/09 23:33:43.302, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.56
2025/03/09 23:33:44.303, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.79
2025/03/09 23:33:44.304, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.05
2025/03/09 23:33:44.305, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.51
2025/03/09 23:33:44.306, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.59
2025/03/09 23:33:44.307, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.35
2025/03/09 23:33:44.308, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.88
2025/03/09 23:33:44.309, 6, NVIDIA RTX 6000 Ada Generation, 0, 3, 49140, 3, 26, 11.77
2025/03/09 23:33:44.310, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.68
2025/03/09 23:33:45.311, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.85
2025/03/09 23:33:45.312, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.21
2025/03/09 23:33:45.313, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.45
2025/03/09 23:33:45.314, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.60
2025/03/09 23:33:45.315, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.35
2025/03/09 23:33:45.316, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.81
2025/03/09 23:33:45.317, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.87
2025/03/09 23:33:45.318, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.72
2025/03/09 23:33:46.320, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.81
2025/03/09 23:33:46.321, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.27
2025/03/09 23:33:46.322, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.49
2025/03/09 23:33:46.323, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.56
2025/03/09 23:33:46.324, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.30
2025/03/09 23:33:46.325, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.79
2025/03/09 23:33:46.326, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.91
2025/03/09 23:33:46.327, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.77
2025/03/09 23:33:47.328, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.63
2025/03/09 23:33:47.329, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.32
2025/03/09 23:33:47.330, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.65
2025/03/09 23:33:47.331, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.62
2025/03/09 23:33:47.332, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.31
2025/03/09 23:33:47.333, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 9.89
2025/03/09 23:33:47.334, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.83
2025/03/09 23:33:47.335, 7, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.94
2025/03/09 23:33:48.336, 0, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 6.66
2025/03/09 23:33:48.337, 1, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 12.38
2025/03/09 23:33:48.338, 2, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 4.71
2025/03/09 23:33:48.340, 3, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 25, 7.63
2025/03/09 23:33:48.341, 4, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 27, 14.35
2025/03/09 23:33:48.342, 5, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 10.02
2025/03/09 23:33:48.343, 6, NVIDIA RTX 6000 Ada Generation, 0, 0, 49140, 3, 26, 11.87
